# Program:featureCounts v1.6.3; Command:"/usr/bin/featureCounts" "-p" "-g" "gene_id" "-a" "/scratch_tmp/grp/msc_appbio/group8/data/raw/ncbi_dataset/data/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/counts.txt" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/theAlignmentAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/theAlignmentAligned.sortedByCoord.out.bam
YIL107C	NC_001141.2	163278	165761	-	2484	3777
YIL106W	NC_001141.2;NC_001141.2	166415;166520	166434;167444	+;+	945	2923
YIL105C	NC_001141.2	167581	169641	-	2061	3285
YIL105W-A	NC_001141.2	167664	167804	+	141	0
YIL104C	NC_001141.2	169982	171505	-	1524	1385
YIL103W	NC_001141.2	171751	173028	+	1278	2545
YIL102C-A	NC_001141.2	173365	173592	-	228	764
YIL102C	NC_001141.2	174582	174887	-	306	88
YNCI0002W	NC_001141.2	175031	175103	+	73	6
YIL101C	NC_001141.2	175307	177250	-	1944	1378
YIL099W	NC_001141.2	178004	179653	+	1650	1024
YIL098C	NC_001141.2	179772	180239	-	468	1169
YIL097W	NC_001141.2	180427	181977	+	1551	1742
YIL096C	NC_001141.2	182117	183127	-	1011	1277
YNCI0003C	NC_001141.2	183440	183513	-	74	0
YIL095W	NC_001141.2	183937	186369	+	2433	2229
YIL094C	NC_001141.2	186517	187632	-	1116	21398
YIL093C	NC_001141.2	187990	188784	-	795	1907
YIL092W	NC_001141.2	189066	190967	+	1902	1665
YIL091C	NC_001141.2	191030	193195	-	2166	2971
YIL090W	NC_001141.2	193595	195070	+	1476	2571
YIL089W	NC_001141.2	195599	196216	+	618	718
YNCI0004W	NC_001141.2	197592	197663	+	72	1
YIL088C	NC_001141.2	197931	199403	-	1473	7018
YIL087C	NC_001141.2	199646	200119	-	474	2360
YIL086C	NC_001141.2	200153	200461	-	309	162
YIL085C	NC_001141.2	200490	202043	-	1554	3673
YIL084C	NC_001141.2	202276	203259	-	984	1013
YIL083C	NC_001141.2	203556	204653	-	1098	7030
YIL082W-A	NC_001141.2	205635	210132	+	4498	1374
YNCI0005W	NC_001141.2	210665	210738	+	74	2
YIL079C	NC_001141.2	210923	212005	-	1083	2474
YIL078W	NC_001141.2	212499	214703	+	2205	12392
YIL077C	NC_001141.2	214991	215953	-	963	3814
YIL076W	NC_001141.2	216658	217548	+	891	5979
YIL075C	NC_001141.2	217863	220700	-	2838	12643
YIL074C	NC_001141.2	221081	222490	-	1410	48250
YIL073C	NC_001141.2;NC_001141.2	222937;225900	225809;225954	-;-	2928	3576
YIL072W	NC_001141.2	226602	228419	+	1818	522
YIL071C	NC_001141.2	228660	229994	-	1335	1481
YIL070C	NC_001141.2	230272	231072	-	801	2339
YIL069C	NC_001141.2;NC_001141.2	231553;232367	231957;232369	-;-	408	9040
YIL068C	NC_001141.2	233057	235474	-	2418	2864
YIL067C	NC_001141.2	235724	237760	-	2037	2587
YIL066C	NC_001141.2	238099	240708	-	2610	8477
YIL065C	NC_001141.2	241308	241775	-	468	2114
YIL064W	NC_001141.2	242027	242716	+	690	1263
YIL063C	NC_001141.2	242761	243744	-	984	3911
YIL062C	NC_001141.2	243998	244462	-	465	6202
YIL061C	NC_001141.2	244657	245559	-	903	1709
YIL060W	NC_001141.2	246392	246826	+	435	67
YIL059C	NC_001141.2	246550	246915	-	366	492
YIL057C	NC_001141.2	247902	248396	-	495	54
YNCI0006W	NC_001141.2	248850	248931	+	82	28
YIL056W	NC_001141.2	249991	251913	+	1923	4810
YIL055C	NC_001141.2	252042	253925	-	1884	1347
YIL054W	NC_001141.2	254543	254860	+	318	18
YIL053W	NC_001141.2	255115	255867	+	753	36536
YIL052C	NC_001141.2;NC_001141.2	256226;257027	256554;257063	-;-	366	14227
YIL051C	NC_001141.2	257843	258280	-	438	26338
YIL050W	NC_001141.2	258913	259770	+	858	2799
YIL049W	NC_001141.2	260158	260919	+	762	980
YIL048W	NC_001141.2	261437	264892	+	3456	3941
YIL047C	NC_001141.2	265115	267823	-	2709	13533
YIL046W-A	NC_001141.2	268309	268473	+	165	43
YIL046W	NC_001141.2	268651	270573	+	1923	13455
YIL045W	NC_001141.2	271161	272777	+	1617	3721
YIL044C	NC_001141.2	272950	273846	-	897	3231
YIL043C	NC_001141.2	274072	274926	-	855	14524
YIL042C	NC_001141.2	275108	276292	-	1185	2417
YIL041W	NC_001141.2	276525	277505	+	981	4742
YIL040W	NC_001141.2	277723	278139	+	417	1297
YIL039W	NC_001141.2	278426	279847	+	1422	2401
YIL038C	NC_001141.2	280142	282652	-	2511	4124
YIL037C	NC_001141.2	283029	284999	-	1971	1255
YIL036W	NC_001141.2	285666	287429	+	1764	3113
YIL035C	NC_001141.2	287790	288908	-	1119	3739
YIL034C	NC_001141.2	289226	290089	-	864	5737
YIL033C	NC_001141.2	290419	291669	-	1251	5917
YIL031W	NC_001141.2	292633	295737	+	3105	2276
YIL030C	NC_001141.2	296050	300009	-	3960	4249
YNCI0007C	NC_001141.2	300228	300300	-	73	1
YIL029C	NC_001141.2	300829	301257	-	429	985
YIL027C	NC_001141.2	303679	304104	-	426	2336
YIL026C	NC_001141.2	304477	307929	-	3453	3415
YIL024C	NC_001141.2	308602	309171	-	570	756
YIL023C	NC_001141.2	309386	310426	-	1041	3563
YIL022W	NC_001141.2	311165	312460	+	1296	7456
YIL021W	NC_001141.2	312905	313861	+	957	4035
YIL020C	NC_001141.2	314035	314820	-	786	1687
YIL019W	NC_001141.2	315093	316133	+	1041	2469
YIL018W	NC_001141.2;NC_001141.2	316768;317172	316771;317932	+;+	765	30845
YIL017C	NC_001141.2	318200	320965	-	2766	3003
YIL016W	NC_001141.2	321454	321933	+	480	2181
YIL015W	NC_001141.2	322342	324105	+	1764	713
YNCI0008C	NC_001141.2	324303	324374	-	72	1
YIL014C-A	NC_001141.2	325212	325526	-	315	3997
YNCI0009W	NC_001141.2	325748	325820	+	73	0
YIL014W	NC_001141.2	326103	327995	+	1893	3474
YIL013C	NC_001141.2	328207	332442	-	4236	5671
YIL012W	NC_001141.2	333011	333352	+	342	227
YIL011W	NC_001141.2	333727	334536	+	810	63754
YIL010W	NC_001141.2	334882	335529	+	648	1757
YIL009C-A	NC_001141.2	335666	336212	-	547	2537
YNCI0010C	NC_001141.2	336349	336420	-	72	1
YIL009W	NC_001141.2	339344	341428	+	2085	3064
YIL008W	NC_001141.2	342536	342835	+	300	1418
YIL007C	NC_001141.2	342994	343656	-	663	1460
YIL006W	NC_001141.2	344062	345183	+	1122	1220
YIL005W	NC_001141.2	345692	347797	+	2106	2909
YIL004C	NC_001141.2;NC_001141.2	347946;348495	348363;348505	-;-	429	1296
YIL003W	NC_001141.2	349122	350003	+	882	2244
YIL002W-A	NC_001141.2	350301	350510	+	210	2342
YIL002C	NC_001141.2	350591	353431	-	2841	3113
YIL001W	NC_001141.2	353940	355481	+	1542	1835
YIR001C	NC_001141.2	356143	356895	-	753	2628
YIR002C	NC_001141.2	357415	360396	-	2982	3079
YIR003W	NC_001141.2	360885	362924	+	2040	3547
YIR004W	NC_001141.2	363221	364519	+	1299	4139
YIR005W	NC_001141.2	364889	365335	+	447	1072
YIR006C	NC_001141.2	365466	369908	-	4443	7948
YNCI0011W	NC_001141.2	370417	370488	+	72	0
YIR007W	NC_001141.2	370704	372998	+	2295	3951
YIR008C	NC_001141.2	373077	374306	-	1230	1960
YIR009W	NC_001141.2	374525	374860	+	336	777
YIR010W	NC_001141.2	375431	377161	+	1731	2288
YIR011C	NC_001141.2	377287	378246	-	960	4508
YIR012W	NC_001141.2	378486	379781	+	1296	6023
YIR013C	NC_001141.2	380019	380384	-	366	49
YIR014W	NC_001141.2	381086	381814	+	729	822
YIR015W	NC_001141.2	381948	382382	+	435	1411
YIR016W	NC_001141.2	382628	383425	+	798	4078
YIR017C	NC_001141.2	383556	384119	-	564	12396
YIR018W	NC_001141.2	384609	385346	+	738	3047
YIR018C-A	NC_001141.2	385564	385701	-	138	482
YIR019C	NC_001141.2	389572	393675	-	4104	560
YNCI0012	NC_001141.2	393884	397082	-	3199	660
YIR020C	NC_001141.2	394255	394557	-	303	0
YNCI0013W	NC_001141.2	395999	396939	+	941	0
YIR021W	NC_001141.2	397294	398385	+	1092	1544
YIR021W-A	NC_001141.2	398514	398726	+	213	16
YIR022W	NC_001141.2	398733	399236	+	504	3785
YIR023W	NC_001141.2	399777	402689	+	2913	2853
YIR024C	NC_001141.2	402841	403491	-	651	1178
YIR025W	NC_001141.2	403659	404765	+	1107	1329
YIR026C	NC_001141.2	404873	405967	-	1095	2055
YIR027C	NC_001141.2	406260	407642	-	1383	1290
YIR028W	NC_001141.2	408468	410375	+	1908	868
YIR029W	NC_001141.2	410807	411838	+	1032	1494
YIR030C	NC_001141.2	412036	412770	-	735	538
YIR031C	NC_001141.2	413015	414679	-	1665	3509
YIR032C	NC_001141.2	415030	415617	-	588	812
YIR033W	NC_001141.2	416124	419465	+	3342	15001
YIR034C	NC_001141.2	419615	420736	-	1122	16690
YIR035C	NC_001141.2	421026	421790	-	765	4051
YIR036C	NC_001141.2	422074	422865	-	792	3666
YIR037W	NC_001141.2	423128	423619	+	492	6586
YIR038C	NC_001141.2	423809	424513	-	705	6968
YIR039C	NC_001141.2	430498	432111	-	1614	2179
YIR041W	NC_001141.2	433929	434303	+	375	52
YIR042C	NC_001141.2	435273	435983	-	711	1642
YIR043C	NC_001141.2	437043	438179	-	1137	263
YJL225C	NC_001142.9;NC_001142.9	466;4970	4581;6130	-;-	5277	4
YJL223C	NC_001142.9	8776	9138	-	363	0
YJL222W	NC_001142.9	11475	16124	+	4650	39
YJL221C	NC_001142.9	16767	18536	-	1770	0
YJL219W	NC_001142.9	19497	21200	+	1704	193
YJL218W	NC_001142.9	21973	22563	+	591	623
YJL217W	NC_001142.9	23133	23729	+	597	6061
YJL216C	NC_001142.9	24341	26086	-	1746	456
YJL214W	NC_001142.9	26887	28596	+	1710	546
YJL213W	NC_001142.9	32163	33158	+	996	5502
YJL212C	NC_001142.9	33850	36249	-	2400	3923
YJL210W	NC_001142.9	36919	37734	+	816	5019
YJL209W	NC_001142.9	38005	39969	+	1965	2346
YJL208C	NC_001142.9	40194	41183	-	990	1549
YJL207C	NC_001142.9	41389	47433	-	6045	2193
YJL206C	NC_001142.9	47659	49935	-	2277	1458
YJL205C	NC_001142.9;NC_001142.9	50139;50412	50268;50443	-;-	162	928
YJL204C	NC_001142.9	50629	53151	-	2523	1576
YJL203W	NC_001142.9	53341	54183	+	843	1441
YJL201W	NC_001142.9	54379	56178	+	1800	2774
YJL200C	NC_001142.9	56444	58813	-	2370	7031
YNCJ0001C	NC_001142.9	59100	59172	-	73	3
YJL199C	NC_001142.9	59856	60182	-	327	1471
YJL198W	NC_001142.9	60844	63489	+	2646	3763
YJL197W	NC_001142.9	63805	67569	+	3765	2537
YJL196C	NC_001142.9	67850	68782	-	933	5345
YJL194W	NC_001142.9	69338	70879	+	1542	1431
YJL193W	NC_001142.9	71366	72574	+	1209	1766
YJL192C	NC_001142.9	72710	73414	-	705	4269
YJL191W	NC_001142.9;NC_001142.9	73787;74205	73796;74611	+;+	417	2863
YJL190C	NC_001142.9	74910	75302	-	393	17975
YJL189W	NC_001142.9;NC_001142.9	75933;76325	75938;76474	+;+	156	24156
YJL187C	NC_001142.9	76803	79262	-	2460	2423
YJL186W	NC_001142.9	80155	81915	+	1761	2654
YJL185C	NC_001142.9	82095	82976	-	882	1436
YJL184W	NC_001142.9	83448	83819	+	372	2606
YJL183W	NC_001142.9	84068	85336	+	1269	3420
YJL181W	NC_001142.9	85660	87495	+	1836	1681
YJL180C	NC_001142.9	87583	88560	-	978	1386
YJL179W	NC_001142.9	88787	89116	+	330	1285
YJL178C	NC_001142.9	89282	90097	-	816	3792
YJL177W	NC_001142.9;NC_001142.9	90786;91412	91094;91657	+;+	555	16095
YJL176C	NC_001142.9	92053	94530	-	2478	2923
YJL174W	NC_001142.9	95092	95922	+	831	8207
YJL173C	NC_001142.9	96161	96529	-	369	2260
YJL172W	NC_001142.9	97737	99467	+	1731	2434
YJL171C	NC_001142.9	99704	100894	-	1191	4044
YJL170C	NC_001142.9	101150	101779	-	630	306
YJL168C	NC_001142.9	102227	104428	-	2202	2453
YJL167W	NC_001142.9	105014	106072	+	1059	10841
YJL166W	NC_001142.9	106434	106718	+	285	2056
YJL165C	NC_001142.9	106894	109461	-	2568	4398
YJL164C	NC_001142.9	109966	111159	-	1194	1938
YJL163C	NC_001142.9	111666	113333	-	1668	2295
YJL162C	NC_001142.9	113878	115629	-	1752	1674
YNCJ0002C	NC_001142.9	115939	116010	-	72	1
YJL161W	NC_001142.9	117245	117787	+	543	1141
YJL160C	NC_001142.9	117962	118825	-	864	1099
YJL159W	NC_001142.9	120449	121690	+	1242	104814
YJL158C	NC_001142.9	122265	122948	-	684	11819
YJL157C	NC_001142.9	123836	126328	-	2493	8313
YJL156C	NC_001142.9	126853	128952	-	2100	3941
YJL155C	NC_001142.9	129285	130643	-	1359	2319
YJL154C	NC_001142.9	131101	133935	-	2835	4672
YJL153C	NC_001142.9	134332	135933	-	1602	971
YJL151C	NC_001142.9	136372	136773	-	402	14533
YJL149W	NC_001142.9	137379	139370	+	1992	2750
YNCJ0003C	NC_001142.9	139566	139691	-	126	56
YNCJ0004C	NC_001142.9	139761	139950	-	190	47
YJL148W	NC_001142.9	140437	141138	+	702	2884
YJL147C	NC_001142.9	141419	142567	-	1149	1190
YJL146W	NC_001142.9	143292	144701	+	1410	2255
YJL145W	NC_001142.9	145160	146044	+	885	3148
YJL144W	NC_001142.9	146359	146673	+	315	1686
YJL143W	NC_001142.9	147101	147577	+	477	5218
YJL142C	NC_001142.9	147819	148211	-	393	105
YJL141C	NC_001142.9	147967	150390	-	2424	4219
YJL140W	NC_001142.9	150961	151626	+	666	7132
YJL139C	NC_001142.9	151713	152999	-	1287	1582
YJL138C	NC_001142.9	153504	154691	-	1188	4207
YJL137C	NC_001142.9	154985	156127	-	1143	1066
YJL136W-A	NC_001142.9	156169	156252	+	84	19
YJL136C	NC_001142.9;NC_001142.9	156550;157250	156789;157273	-;-	264	14302
YJL134W	NC_001142.9	158188	159417	+	1230	3730
YJL133C-A	NC_001142.9	159623	159847	-	225	12457
YJL133W	NC_001142.9	160619	161563	+	945	6210
YJL132W	NC_001142.9	161914	164166	+	2253	3452
YJL131C	NC_001142.9	164278	165348	-	1071	1874
YJL130C	NC_001142.9	165723	172367	-	6645	15727
YJL129C	NC_001142.9	173599	177306	-	3708	3811
YJL128C	NC_001142.9	178097	180103	-	2007	3585
YJL127C-B	NC_001142.9	181551	181709	-	159	2864
YJL127C	NC_001142.9	182298	184220	-	1923	1681
YJL126W	NC_001142.9	184501	185424	+	924	1127
YJL125C	NC_001142.9	185528	186679	-	1152	2531
YJL124C	NC_001142.9	187126	187644	-	519	3653
YJL123C	NC_001142.9	188004	189440	-	1437	6886
YJL122W	NC_001142.9	189716	190243	+	528	2637
YJL121C	NC_001142.9	190374	191090	-	717	3885
YJL118W	NC_001142.9	191639	192298	+	660	608
YJL117W	NC_001142.9	192531	193466	+	936	4249
YJL116C	NC_001142.9	193860	194873	-	1014	4224
YJL115W	NC_001142.9	196287	197126	+	840	4291
YNCJ0005C	NC_001142.9	197313	197385	-	73	1
YJL114W	NC_001142.9	197915	198595	+	681	21
YJL113W	NC_001142.9	198678	203325	+	4648	213
YNCJ0006W	NC_001142.9	204735	204806	+	72	4
YJL112W	NC_001142.9	205305	207449	+	2145	2366
YJL111W	NC_001142.9	207877	209529	+	1653	7084
YJL110C	NC_001142.9	209922	211577	-	1656	2299
YJL109C	NC_001142.9	212000	217309	-	5310	3888
YJL108C	NC_001142.9	217705	218856	-	1152	350
YJL107C	NC_001142.9	218853	220016	-	1164	252
YJL106W	NC_001142.9	221390	223327	+	1938	1039
YJL105W	NC_001142.9	225055	226737	+	1683	5997
YJL104W	NC_001142.9	227327	227776	+	450	2293
YNCJ0007C	NC_001142.9	228094	228479	-	386	159
YJL103C	NC_001142.9	229025	230881	-	1857	1154
YJL102W	NC_001142.9	231301	233760	+	2460	503
YNCJ0008W	NC_001142.9	233939	234011	+	73	1
YJL101C	NC_001142.9	234320	236356	-	2037	10661
YJL100W	NC_001142.9	237263	239086	+	1824	1817
YJL099W	NC_001142.9	239414	241654	+	2241	2423
YJL098W	NC_001142.9	242082	245258	+	3177	3895
YJL097W	NC_001142.9	245591	246244	+	654	4389
YJL096W	NC_001142.9	246490	246975	+	486	1789
YJL095W	NC_001142.9	247255	251691	+	4437	2006
YJL094C	NC_001142.9	251821	254442	-	2622	3529
YJL093C	NC_001142.9	254737	256812	-	2076	2076
YJL092W	NC_001142.9	257423	260947	+	3525	2165
YJL091C	NC_001142.9	261080	262552	-	1473	2074
YJL090C	NC_001142.9	262757	265051	-	2295	2095
YJL089W	NC_001142.9	265926	268415	+	2490	1996
YJL088W	NC_001142.9	268799	269815	+	1017	16869
YJL087C	NC_001142.9	270002	272485	-	2484	1509
YJL085W	NC_001142.9	272827	274698	+	1872	2319
YJL084C	NC_001142.9	274862	278002	-	3141	2087
YJL083W	NC_001142.9	278841	280655	+	1815	977
YJL082W	NC_001142.9	281185	283380	+	2196	3395
YJL081C	NC_001142.9	283802	285271	-	1470	4196
YJL080C	NC_001142.9	285558	289226	-	3669	6419
YJL079C	NC_001142.9	289875	290774	-	900	76278
YJL078C	NC_001142.9	291336	293981	-	2646	15652
YJL077W-B	NC_001142.9	294047	294145	+	99	292
YJL077C	NC_001142.9	294666	295061	-	396	1300
YJL077W-A	NC_001142.9	294799	294885	+	87	0
YJL076W	NC_001142.9	295245	298814	+	3570	6651
YJL075C	NC_001142.9	298460	298876	-	417	40
YJL074C	NC_001142.9	299157	302849	-	3693	2016
YJL073W	NC_001142.9	303181	305118	+	1938	2715
YJL072C	NC_001142.9	305221	305862	-	642	1752
YJL071W	NC_001142.9	306132	307856	+	1725	3912
YJL070C	NC_001142.9	307971	310637	-	2667	2005
YJL069C	NC_001142.9	310922	312706	-	1785	3927
YJL068C	NC_001142.9	313016	313915	-	900	4012
YJL066C	NC_001142.9	314114	314872	-	759	2698
YJL065C	NC_001142.9	315054	315557	-	504	2737
YJL063C	NC_001142.9	315759	316475	-	717	2521
YJL062W-A	NC_001142.9	316723	316980	+	258	1979
YJL062W	NC_001142.9	317284	319776	+	2493	2922
YJL061W	NC_001142.9	320016	322157	+	2142	2513
YJL060W	NC_001142.9	323386	324720	+	1335	21508
YJL059W	NC_001142.9	324964	326190	+	1227	1409
YJL058C	NC_001142.9	326242	327873	-	1632	1055
YJL057C	NC_001142.9	328118	330121	-	2004	2466
YJL056C	NC_001142.9	330431	333073	-	2643	16278
YJL055W	NC_001142.9	333357	334094	+	738	13248
YJL054W	NC_001142.9	334265	335701	+	1437	4271
YJL053W	NC_001142.9	335898	337037	+	1140	3199
YJL052C-A	NC_001142.9	337884	338003	-	120	32
YJL052W	NC_001142.9	338271	339269	+	999	293602
YJL051W	NC_001142.9	339787	342255	+	2469	1732
YJL050W	NC_001142.9	342522	345743	+	3222	3854
YJL049W	NC_001142.9	345973	347325	+	1353	1914
YJL048C	NC_001142.9	347447	348637	-	1191	1683
YJL047C-A	NC_001142.9	349044	349178	-	135	16
YNCJ0009C	NC_001142.9	349130	349233	-	104	4
YJL047C	NC_001142.9	349580	352108	-	2529	1768
YJL046W	NC_001142.9	352386	353615	+	1230	1408
YNCJ0010W	NC_001142.9;NC_001142.9	354244;354297	354282;354332	+;+	75	1
YNCJ0011W	NC_001142.9	355374	355445	+	72	0
YNCJ0012W	NC_001142.9	355456	355527	+	72	0
YJL045W	NC_001142.9	356024	357928	+	1905	1012
YJL044C	NC_001142.9	358300	359676	-	1377	6212
YJL043W	NC_001142.9	360130	360903	+	774	547
YJL042W	NC_001142.9	361249	365445	+	4197	5881
YJL041W	NC_001142.9;NC_001142.9	365784;365903	365784;368373	+;+	2472	5479
YJL039C	NC_001142.9	368748	373799	-	5052	2862
YNCJ0013C	NC_001142.9	374424	374495	-	72	0
YNCJ0014C	NC_001142.9	374506	374577	-	72	0
YJL038C	NC_001142.9	375115	375774	-	660	1204
YJL037W	NC_001142.9	376662	377336	+	675	1176
YNCJ0015W	NC_001142.9	378360	378433	+	74	4
YJL036W	NC_001142.9	378825	380096	+	1272	3187
YJL035C	NC_001142.9	380249	381001	-	753	792
YJL034W	NC_001142.9	381327	383375	+	2049	26884
YJL033W	NC_001142.9	383837	386149	+	2313	3729
YJL031C	NC_001142.9;NC_001142.9	386368;387436	387348;387438	-;-	984	2258
YJL030W	NC_001142.9	387657	388247	+	591	1336
YJL029C	NC_001142.9	388385	390853	-	2469	2390
YNCJ0016C	NC_001142.9	391043	391115	-	73	2
YJL028W	NC_001142.9	391311	391646	+	336	49
YJL027C	NC_001142.9	391833	392249	-	417	34
YJL026W	NC_001142.9	392404	393603	+	1200	16526
YJL025W	NC_001142.9	393967	395511	+	1545	1123
YJL024C	NC_001142.9;NC_001142.9	395931;396571	396493;396592	-;-	585	1778
YNCJ0017C	NC_001142.9	396726	396796	-	71	0
YJL023C	NC_001142.9	397355	398398	-	1044	1599
YJL020C	NC_001142.9	398937	402410	-	3474	5925
YJL019W	NC_001142.9	402897	404945	+	2049	1456
YJL016W	NC_001142.9	405588	407273	+	1686	5827
YJL014W	NC_001142.9	407558	409162	+	1605	7016
YJL013C	NC_001142.9	409493	411040	-	1548	1634
YJL012C	NC_001142.9	411234	413399	-	2166	6046
YJL011C	NC_001142.9	414285	414770	-	486	1000
YNCJ0018W	NC_001142.9	414966	415038	+	73	0
YNCJ0019C	NC_001142.9;NC_001142.9	415931;416001	415966;416036	-;-	72	1
YJL010C	NC_001142.9	417562	419562	-	2001	1940
YJL008C	NC_001142.9	419957	421663	-	1707	6067
YJL007C	NC_001142.9	422698	423012	-	315	24
YNCJ0020W	NC_001142.9	422937	423009	+	73	0
YJL006C	NC_001142.9	423138	424109	-	972	1623
YNCJ0021C	NC_001142.9	424432	424515	-	84	1
YJL005W	NC_001142.9	425157	431237	+	6081	3951
YJL004C	NC_001142.9	431589	432200	-	612	2374
YJL003W	NC_001142.9	432644	433000	+	357	1308
YJL002C	NC_001142.9	433221	434651	-	1431	7831
YJL001W	NC_001142.9;NC_001142.9	435163;435344	435227;435926	+;+	648	7954
YJR001W	NC_001142.9	436802	438610	+	1809	4881
YJR002W	NC_001142.9	438865	440646	+	1782	3756
YJR003C	NC_001142.9	440994	442553	-	1560	2340
YJR004C	NC_001142.9	442909	444861	-	1953	8402
YJR005W	NC_001142.9	445923	448025	+	2103	3222
YJR005C-A	NC_001142.9	448477	448758	-	282	177
YJR006W	NC_001142.9	449202	450665	+	1464	3105
YJR007W	NC_001142.9	451020	451934	+	915	4334
YJR008W	NC_001142.9	452430	453446	+	1017	3339
YJR009C	NC_001142.9	453683	454681	-	999	63889
YJR010W	NC_001142.9	456239	457774	+	1536	82586
YJR010C-A	NC_001142.9	458077	458361	-	285	941
YJR011C	NC_001142.9	458641	459426	-	786	1164
YJR012C	NC_001142.9	459795	460193	-	399	865
YJR013W	NC_001142.9	460382	461593	+	1212	1586
YJR014W	NC_001142.9	461829	462425	+	597	4346
YJR015W	NC_001142.9	462721	464253	+	1533	4180
YJR016C	NC_001142.9	464451	466208	-	1758	57618
YJR017C	NC_001142.9	466521	467033	-	513	4215
YJR019C	NC_001142.9	467232	468281	-	1050	2725
YJR021C	NC_001142.9;NC_001142.9	468555;469264	469183;469579	-;-	945	2243
YJR022W	NC_001142.9	469784	470113	+	330	731
YJR024C	NC_001142.9	470230	470964	-	735	2334
YJR025C	NC_001142.9	471138	471671	-	534	13396
YJR027W	NC_001142.9	472760	478028	+	5269	114
YJR026W	NC_001142.9	472760	474082	+	1323	0
YJR029W	NC_001142.9	478344	483612	+	5269	3
YJR028W	NC_001142.9	478344	479666	+	1323	0
YJR030C	NC_001142.9	483959	486196	-	2238	1799
YJR031C	NC_001142.9	486586	490812	-	4227	1943
YJR032W	NC_001142.9	491081	492262	+	1182	2297
YJR033C	NC_001142.9	492378	496451	-	4074	2637
YJR034W	NC_001142.9	496683	497009	+	327	876
YJR035W	NC_001142.9	497355	500612	+	3258	2413
YJR036C	NC_001142.9	500713	503391	-	2679	1494
YJR039W	NC_001142.9	503936	507301	+	3366	2684
YJR040W	NC_001142.9	507746	510085	+	2340	3767
YJR041C	NC_001142.9	510239	513763	-	3525	1613
YJR042W	NC_001142.9	514055	516289	+	2235	4218
YJR043C	NC_001142.9	516461	517513	-	1053	1528
YNCJ0022C	NC_001142.9	517813	517884	-	72	0
YJR044C	NC_001142.9	518763	519185	-	423	2891
YJR045C	NC_001142.9	519638	521602	-	1965	20035
YJR046W	NC_001142.9	522048	523862	+	1815	3661
YNCJ0023C	NC_001142.9	524012	524093	-	82	9
YJR047C	NC_001142.9	524908	525381	-	474	20972
YJR048W	NC_001142.9	526335	526664	+	330	125
YJR049C	NC_001142.9	526884	528476	-	1593	8496
YJR050W	NC_001142.9	528697	529404	+	708	1996
YJR051W	NC_001142.9	529861	531366	+	1506	4345
YNCJ0024W	NC_001142.9	531828	531898	+	71	0
YJR052W	NC_001142.9	532062	533759	+	1698	2965
YJR053W	NC_001142.9	534027	535751	+	1725	765
YJR054W	NC_001142.9	536056	537549	+	1494	1714
YNCJ0025W	NC_001142.9	538555	538626	+	72	1
YJR055W	NC_001142.9	538772	539266	+	495	768
YNCJ0026W	NC_001142.9	541508	541579	+	72	0
YJR056C	NC_001142.9	541792	542502	-	711	1904
YNCJ0027C	NC_001142.9;NC_001142.9	542956;543006	542991;543044	-;-	75	1
YJR057W	NC_001142.9	544062	544712	+	651	1753
YJR058C	NC_001142.9	544732	545175	-	444	2883
YJR059W	NC_001142.9	545787	548243	+	2457	9043
YJR060W	NC_001142.9	548759	549814	+	1056	2523
YJR061W	NC_001142.9	550511	553318	+	2808	2306
YJR062C	NC_001142.9	553476	554849	-	1374	2015
YJR063W	NC_001142.9	555195	555572	+	378	2152
YJR064W	NC_001142.9	555914	557602	+	1689	7360
YJR065C	NC_001142.9	557809	559158	-	1350	9172
YJR066W	NC_001142.9	559416	566828	+	7413	2535
YJR067C	NC_001142.9	567019	567444	-	426	765
YJR068W	NC_001142.9	567643	568704	+	1062	3515
YJR069C	NC_001142.9	568806	569399	-	594	1790
YJR070C	NC_001142.9	569621	570598	-	978	10274
YJR072C	NC_001142.9	570967	572124	-	1158	4922
YJR073C	NC_001142.9	572315	572935	-	621	22295
YJR074W	NC_001142.9	573095	573751	+	657	2420
YJR075W	NC_001142.9	573981	575171	+	1191	4456
YJR076C	NC_001142.9	575354	576601	-	1248	4487
YJR077C	NC_001142.9	577255	578190	-	936	5957
YJR078W	NC_001142.9	578860	580221	+	1362	4594
YJR079W	NC_001142.9;NC_001142.9	580205;581053	580347;581239	+;+	330	257
YJR080C	NC_001142.9	580432	581616	-	1185	1883
YJR082C	NC_001142.9	581914	582255	-	342	2002
YJR083C	NC_001142.9	582608	583537	-	930	1674
YJR084W	NC_001142.9	583733	585004	+	1272	3358
YJR085C	NC_001142.9	585120	585437	-	318	6087
YJR086W	NC_001142.9	586068	586400	+	333	1864
YJR088C	NC_001142.9	586495	587373	-	879	4255
YJR089W	NC_001142.9	587718	590582	+	2865	2395
YJR090C	NC_001142.9	590872	594327	-	3456	3114
YJR091C	NC_001142.9	595061	598336	-	3276	4814
YJR092W	NC_001142.9	598735	603078	+	4344	3989
YJR093C	NC_001142.9	603220	604203	-	984	2710
YJR094C	NC_001142.9	604569	605651	-	1083	338
