# Program:featureCounts v1.6.3; Command:"/usr/bin/featureCounts" "-p" "-g" "gene_id" "-a" "/scratch_tmp/grp/msc_appbio/group8/data/raw/ncbi_dataset/data/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166446/counts.txt" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166446/theAlignmentAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166446/theAlignmentAligned.sortedByCoord.out.bam
YIR022W	NC_001141.2	398733	399236	+	504	3161
YIR023W	NC_001141.2	399777	402689	+	2913	2118
YIR024C	NC_001141.2	402841	403491	-	651	1226
YIR025W	NC_001141.2	403659	404765	+	1107	998
YIR026C	NC_001141.2	404873	405967	-	1095	1388
YIR027C	NC_001141.2	406260	407642	-	1383	1037
YIR028W	NC_001141.2	408468	410375	+	1908	864
YIR029W	NC_001141.2	410807	411838	+	1032	1556
YIR030C	NC_001141.2	412036	412770	-	735	535
YIR031C	NC_001141.2	413015	414679	-	1665	2085
YIR032C	NC_001141.2	415030	415617	-	588	469
YIR033W	NC_001141.2	416124	419465	+	3342	13860
YIR034C	NC_001141.2	419615	420736	-	1122	3445
YIR035C	NC_001141.2	421026	421790	-	765	1869
YIR036C	NC_001141.2	422074	422865	-	792	3155
YIR037W	NC_001141.2	423128	423619	+	492	10275
YIR038C	NC_001141.2	423809	424513	-	705	11946
YIR039C	NC_001141.2	430498	432111	-	1614	1532
YIR041W	NC_001141.2	433929	434303	+	375	25
YIR042C	NC_001141.2	435273	435983	-	711	940
YIR043C	NC_001141.2	437043	438179	-	1137	186
YJL225C	NC_001142.9;NC_001142.9	466;4970	4581;6130	-;-	5277	4
YJL223C	NC_001142.9	8776	9138	-	363	0
YJL222W	NC_001142.9	11475	16124	+	4650	27
YJL221C	NC_001142.9	16767	18536	-	1770	0
YJL219W	NC_001142.9	19497	21200	+	1704	197
YJL218W	NC_001142.9	21973	22563	+	591	230
YJL217W	NC_001142.9	23133	23729	+	597	2349
YJL216C	NC_001142.9	24341	26086	-	1746	190
YJL214W	NC_001142.9	26887	28596	+	1710	266
YJL213W	NC_001142.9	32163	33158	+	996	560
YJL212C	NC_001142.9	33850	36249	-	2400	1190
YJL210W	NC_001142.9	36919	37734	+	816	2759
YJL209W	NC_001142.9	38005	39969	+	1965	1928
YJL208C	NC_001142.9	40194	41183	-	990	1355
YJL207C	NC_001142.9	41389	47433	-	6045	1855
YJL206C	NC_001142.9	47659	49935	-	2277	1039
YJL205C	NC_001142.9;NC_001142.9	50139;50412	50268;50443	-;-	162	1108
YJL204C	NC_001142.9	50629	53151	-	2523	1406
YJL203W	NC_001142.9	53341	54183	+	843	1350
YJL201W	NC_001142.9	54379	56178	+	1800	1722
YJL200C	NC_001142.9	56444	58813	-	2370	3224
YNCJ0001C	NC_001142.9	59100	59172	-	73	0
YJL199C	NC_001142.9	59856	60182	-	327	726
YJL198W	NC_001142.9	60844	63489	+	2646	4110
YJL197W	NC_001142.9	63805	67569	+	3765	3174
YJL196C	NC_001142.9	67850	68782	-	933	3385
YJL194W	NC_001142.9	69338	70879	+	1542	1529
YJL193W	NC_001142.9	71366	72574	+	1209	1403
YJL192C	NC_001142.9	72710	73414	-	705	2854
YJL191W	NC_001142.9;NC_001142.9	73787;74205	73796;74611	+;+	417	3528
YJL190C	NC_001142.9	74910	75302	-	393	16470
YJL189W	NC_001142.9;NC_001142.9	75933;76325	75938;76474	+;+	156	28997
YJL187C	NC_001142.9	76803	79262	-	2460	1772
YJL186W	NC_001142.9	80155	81915	+	1761	1800
YJL185C	NC_001142.9	82095	82976	-	882	1853
YJL184W	NC_001142.9	83448	83819	+	372	2085
YJL183W	NC_001142.9	84068	85336	+	1269	2672
YJL181W	NC_001142.9	85660	87495	+	1836	1686
YJL180C	NC_001142.9	87583	88560	-	978	2010
YJL179W	NC_001142.9	88787	89116	+	330	1390
YJL178C	NC_001142.9	89282	90097	-	816	3140
YJL177W	NC_001142.9;NC_001142.9	90786;91412	91094;91657	+;+	555	15181
YJL176C	NC_001142.9	92053	94530	-	2478	2838
YJL174W	NC_001142.9	95092	95922	+	831	8984
YJL173C	NC_001142.9	96161	96529	-	369	2346
YJL172W	NC_001142.9	97737	99467	+	1731	1463
YJL171C	NC_001142.9	99704	100894	-	1191	2790
YJL170C	NC_001142.9	101150	101779	-	630	220
YJL168C	NC_001142.9	102227	104428	-	2202	1726
YJL167W	NC_001142.9	105014	106072	+	1059	8978
YJL166W	NC_001142.9	106434	106718	+	285	7631
YJL165C	NC_001142.9	106894	109461	-	2568	4628
YJL164C	NC_001142.9	109966	111159	-	1194	2678
YJL163C	NC_001142.9	111666	113333	-	1668	3281
YJL162C	NC_001142.9	113878	115629	-	1752	1229
YNCJ0002C	NC_001142.9	115939	116010	-	72	4
YJL161W	NC_001142.9	117245	117787	+	543	1355
YJL160C	NC_001142.9	117962	118825	-	864	469
YJL159W	NC_001142.9	120449	121690	+	1242	75028
YJL158C	NC_001142.9	122265	122948	-	684	13741
YJL157C	NC_001142.9	123836	126328	-	2493	5123
YJL156C	NC_001142.9	126853	128952	-	2100	2969
YJL155C	NC_001142.9	129285	130643	-	1359	2802
YJL154C	NC_001142.9	131101	133935	-	2835	4009
YJL153C	NC_001142.9	134332	135933	-	1602	1229
YJL151C	NC_001142.9	136372	136773	-	402	11004
YJL149W	NC_001142.9	137379	139370	+	1992	2210
YNCJ0003C	NC_001142.9	139566	139691	-	126	72
YNCJ0004C	NC_001142.9	139761	139950	-	190	190
YJL148W	NC_001142.9	140437	141138	+	702	2897
YJL147C	NC_001142.9	141419	142567	-	1149	913
YJL146W	NC_001142.9	143292	144701	+	1410	1737
YJL145W	NC_001142.9	145160	146044	+	885	2041
YJL144W	NC_001142.9	146359	146673	+	315	2154
YJL143W	NC_001142.9	147101	147577	+	477	5077
YJL142C	NC_001142.9	147819	148211	-	393	111
YJL141C	NC_001142.9	147967	150390	-	2424	3220
YJL140W	NC_001142.9	150961	151626	+	666	5097
YJL139C	NC_001142.9	151713	152999	-	1287	1059
YJL138C	NC_001142.9	153504	154691	-	1188	3693
YJL137C	NC_001142.9	154985	156127	-	1143	1061
YJL136W-A	NC_001142.9	156169	156252	+	84	27
YJL136C	NC_001142.9;NC_001142.9	156550;157250	156789;157273	-;-	264	15032
YJL134W	NC_001142.9	158188	159417	+	1230	2268
YJL133C-A	NC_001142.9	159623	159847	-	225	18151
YJL133W	NC_001142.9	160619	161563	+	945	3233
YJL132W	NC_001142.9	161914	164166	+	2253	1954
YJL131C	NC_001142.9	164278	165348	-	1071	1446
YJL130C	NC_001142.9	165723	172367	-	6645	17928
YJL129C	NC_001142.9	173599	177306	-	3708	2910
YJL128C	NC_001142.9	178097	180103	-	2007	2405
YJL127C-B	NC_001142.9	181551	181709	-	159	3694
YJL127C	NC_001142.9	182298	184220	-	1923	1500
YJL126W	NC_001142.9	184501	185424	+	924	1139
YJL125C	NC_001142.9	185528	186679	-	1152	2194
YJL124C	NC_001142.9	187126	187644	-	519	3700
YJL123C	NC_001142.9	188004	189440	-	1437	8247
YJL122W	NC_001142.9	189716	190243	+	528	3544
YJL121C	NC_001142.9	190374	191090	-	717	4927
YJL118W	NC_001142.9	191639	192298	+	660	488
YJL117W	NC_001142.9	192531	193466	+	936	3581
YJL116C	NC_001142.9	193860	194873	-	1014	32027
YJL115W	NC_001142.9	196287	197126	+	840	5661
YNCJ0005C	NC_001142.9	197313	197385	-	73	0
YJL114W	NC_001142.9	197915	198595	+	681	16
YJL113W	NC_001142.9	198678	203325	+	4648	141
YNCJ0006W	NC_001142.9	204735	204806	+	72	0
YJL112W	NC_001142.9	205305	207449	+	2145	1902
YJL111W	NC_001142.9	207877	209529	+	1653	7005
YJL110C	NC_001142.9	209922	211577	-	1656	1860
YJL109C	NC_001142.9	212000	217309	-	5310	3766
YJL108C	NC_001142.9	217705	218856	-	1152	211
YJL107C	NC_001142.9	218853	220016	-	1164	158
YJL106W	NC_001142.9	221390	223327	+	1938	793
YJL105W	NC_001142.9	225055	226737	+	1683	3467
YJL104W	NC_001142.9	227327	227776	+	450	2260
YNCJ0007C	NC_001142.9	228094	228479	-	386	95
YJL103C	NC_001142.9	229025	230881	-	1857	2422
YJL102W	NC_001142.9	231301	233760	+	2460	1280
YNCJ0008W	NC_001142.9	233939	234011	+	73	0
YJL101C	NC_001142.9	234320	236356	-	2037	2641
YJL100W	NC_001142.9	237263	239086	+	1824	995
YJL099W	NC_001142.9	239414	241654	+	2241	1692
YJL098W	NC_001142.9	242082	245258	+	3177	3231
YJL097W	NC_001142.9	245591	246244	+	654	2683
YJL096W	NC_001142.9	246490	246975	+	486	2146
YJL095W	NC_001142.9	247255	251691	+	4437	1904
YJL094C	NC_001142.9	251821	254442	-	2622	2281
YJL093C	NC_001142.9	254737	256812	-	2076	2311
YJL092W	NC_001142.9	257423	260947	+	3525	2100
YJL091C	NC_001142.9	261080	262552	-	1473	1033
YJL090C	NC_001142.9	262757	265051	-	2295	1478
YJL089W	NC_001142.9	265926	268415	+	2490	617
YJL088W	NC_001142.9	268799	269815	+	1017	2769
YJL087C	NC_001142.9	270002	272485	-	2484	1222
YJL085W	NC_001142.9	272827	274698	+	1872	1669
YJL084C	NC_001142.9	274862	278002	-	3141	1883
YJL083W	NC_001142.9	278841	280655	+	1815	912
YJL082W	NC_001142.9	281185	283380	+	2196	3922
YJL081C	NC_001142.9	283802	285271	-	1470	4178
YJL080C	NC_001142.9	285558	289226	-	3669	7368
YJL079C	NC_001142.9	289875	290774	-	900	85163
YJL078C	NC_001142.9	291336	293981	-	2646	9023
YJL077W-B	NC_001142.9	294047	294145	+	99	294
YJL077C	NC_001142.9	294666	295061	-	396	1070
YJL077W-A	NC_001142.9	294799	294885	+	87	0
YJL076W	NC_001142.9	295245	298814	+	3570	4397
YJL075C	NC_001142.9	298460	298876	-	417	31
YJL074C	NC_001142.9	299157	302849	-	3693	2155
YJL073W	NC_001142.9	303181	305118	+	1938	1709
YJL072C	NC_001142.9	305221	305862	-	642	899
YJL071W	NC_001142.9	306132	307856	+	1725	1492
YJL070C	NC_001142.9	307971	310637	-	2667	2166
YJL069C	NC_001142.9	310922	312706	-	1785	3498
YJL068C	NC_001142.9	313016	313915	-	900	4653
YJL066C	NC_001142.9	314114	314872	-	759	4552
YJL065C	NC_001142.9	315054	315557	-	504	1648
YJL063C	NC_001142.9	315759	316475	-	717	3057
YJL062W-A	NC_001142.9	316723	316980	+	258	3278
YJL062W	NC_001142.9	317284	319776	+	2493	1802
YJL061W	NC_001142.9	320016	322157	+	2142	1816
YJL060W	NC_001142.9	323386	324720	+	1335	2838
YJL059W	NC_001142.9	324964	326190	+	1227	716
YJL058C	NC_001142.9	326242	327873	-	1632	685
YJL057C	NC_001142.9	328118	330121	-	2004	2388
YJL056C	NC_001142.9	330431	333073	-	2643	9382
YJL055W	NC_001142.9	333357	334094	+	738	9207
YJL054W	NC_001142.9	334265	335701	+	1437	3535
YJL053W	NC_001142.9	335898	337037	+	1140	3211
YJL052C-A	NC_001142.9	337884	338003	-	120	25
YJL052W	NC_001142.9	338271	339269	+	999	183950
YJL051W	NC_001142.9	339787	342255	+	2469	1205
YJL050W	NC_001142.9	342522	345743	+	3222	4118
YJL049W	NC_001142.9	345973	347325	+	1353	2049
YJL048C	NC_001142.9	347447	348637	-	1191	1256
YJL047C-A	NC_001142.9	349044	349178	-	135	14
YNCJ0009C	NC_001142.9	349130	349233	-	104	5
YJL047C	NC_001142.9	349580	352108	-	2529	1167
YJL046W	NC_001142.9	352386	353615	+	1230	1139
YNCJ0010W	NC_001142.9;NC_001142.9	354244;354297	354282;354332	+;+	75	0
YNCJ0011W	NC_001142.9	355374	355445	+	72	0
YNCJ0012W	NC_001142.9	355456	355527	+	72	1
YJL045W	NC_001142.9	356024	357928	+	1905	1607
YJL044C	NC_001142.9	358300	359676	-	1377	3773
YJL043W	NC_001142.9	360130	360903	+	774	561
YJL042W	NC_001142.9	361249	365445	+	4197	6096
YJL041W	NC_001142.9;NC_001142.9	365784;365903	365784;368373	+;+	2472	4751
YJL039C	NC_001142.9	368748	373799	-	5052	2476
YNCJ0013C	NC_001142.9	374424	374495	-	72	0
YNCJ0014C	NC_001142.9	374506	374577	-	72	0
YJL038C	NC_001142.9	375115	375774	-	660	1194
YJL037W	NC_001142.9	376662	377336	+	675	1239
YNCJ0015W	NC_001142.9	378360	378433	+	74	2
YJL036W	NC_001142.9	378825	380096	+	1272	3683
YJL035C	NC_001142.9	380249	381001	-	753	816
YJL034W	NC_001142.9	381327	383375	+	2049	21706
YJL033W	NC_001142.9	383837	386149	+	2313	3869
YJL031C	NC_001142.9;NC_001142.9	386368;387436	387348;387438	-;-	984	1838
YJL030W	NC_001142.9	387657	388247	+	591	1012
YJL029C	NC_001142.9	388385	390853	-	2469	1897
YNCJ0016C	NC_001142.9	391043	391115	-	73	3
YJL028W	NC_001142.9	391311	391646	+	336	50
YJL027C	NC_001142.9	391833	392249	-	417	34
YJL026W	NC_001142.9	392404	393603	+	1200	36654
YJL025W	NC_001142.9	393967	395511	+	1545	795
YJL024C	NC_001142.9;NC_001142.9	395931;396571	396493;396592	-;-	585	1264
YNCJ0017C	NC_001142.9	396726	396796	-	71	0
YJL023C	NC_001142.9	397355	398398	-	1044	1731
YJL020C	NC_001142.9	398937	402410	-	3474	5528
YJL019W	NC_001142.9	402897	404945	+	2049	1125
YJL016W	NC_001142.9	405588	407273	+	1686	4861
YJL014W	NC_001142.9	407558	409162	+	1605	6236
YJL013C	NC_001142.9	409493	411040	-	1548	1766
YJL012C	NC_001142.9	411234	413399	-	2166	4300
YJL011C	NC_001142.9	414285	414770	-	486	831
YNCJ0018W	NC_001142.9	414966	415038	+	73	0
YNCJ0019C	NC_001142.9;NC_001142.9	415931;416001	415966;416036	-;-	72	0
YJL010C	NC_001142.9	417562	419562	-	2001	1834
YJL008C	NC_001142.9	419957	421663	-	1707	5901
YJL007C	NC_001142.9	422698	423012	-	315	10
YNCJ0020W	NC_001142.9	422937	423009	+	73	0
YJL006C	NC_001142.9	423138	424109	-	972	1316
YNCJ0021C	NC_001142.9	424432	424515	-	84	2
YJL005W	NC_001142.9	425157	431237	+	6081	4055
YJL004C	NC_001142.9	431589	432200	-	612	1718
YJL003W	NC_001142.9	432644	433000	+	357	1379
YJL002C	NC_001142.9	433221	434651	-	1431	5386
YJL001W	NC_001142.9;NC_001142.9	435163;435344	435227;435926	+;+	648	6827
YJR001W	NC_001142.9	436802	438610	+	1809	2718
YJR002W	NC_001142.9	438865	440646	+	1782	4124
YJR003C	NC_001142.9	440994	442553	-	1560	1795
YJR004C	NC_001142.9	442909	444861	-	1953	2197
YJR005W	NC_001142.9	445923	448025	+	2103	3266
YJR005C-A	NC_001142.9	448477	448758	-	282	39
YJR006W	NC_001142.9	449202	450665	+	1464	2476
YJR007W	NC_001142.9	451020	451934	+	915	3854
YJR008W	NC_001142.9	452430	453446	+	1017	5286
YJR009C	NC_001142.9	453683	454681	-	999	36984
YJR010W	NC_001142.9	456239	457774	+	1536	2096
YJR010C-A	NC_001142.9	458077	458361	-	285	565
YJR011C	NC_001142.9	458641	459426	-	786	840
YJR012C	NC_001142.9	459795	460193	-	399	927
YJR013W	NC_001142.9	460382	461593	+	1212	1286
YJR014W	NC_001142.9	461829	462425	+	597	3356
YJR015W	NC_001142.9	462721	464253	+	1533	3994
YJR016C	NC_001142.9	464451	466208	-	1758	33123
YJR017C	NC_001142.9	466521	467033	-	513	3406
YJR019C	NC_001142.9	467232	468281	-	1050	3652
YJR021C	NC_001142.9;NC_001142.9	468555;469264	469183;469579	-;-	945	1778
YJR022W	NC_001142.9	469784	470113	+	330	571
YJR024C	NC_001142.9	470230	470964	-	735	2535
YJR025C	NC_001142.9	471138	471671	-	534	8759
YJR027W	NC_001142.9	472760	478028	+	5269	36
YJR026W	NC_001142.9	472760	474082	+	1323	0
YJR029W	NC_001142.9	478344	483612	+	5269	2
YJR028W	NC_001142.9	478344	479666	+	1323	0
YJR030C	NC_001142.9	483959	486196	-	2238	1307
YJR031C	NC_001142.9	486586	490812	-	4227	1299
YJR032W	NC_001142.9	491081	492262	+	1182	1520
YJR033C	NC_001142.9	492378	496451	-	4074	2461
YJR034W	NC_001142.9	496683	497009	+	327	1237
YJR035W	NC_001142.9	497355	500612	+	3258	1888
YJR036C	NC_001142.9	500713	503391	-	2679	1045
YJR039W	NC_001142.9	503936	507301	+	3366	1796
YJR040W	NC_001142.9	507746	510085	+	2340	2534
YJR041C	NC_001142.9	510239	513763	-	3525	1663
YJR042W	NC_001142.9	514055	516289	+	2235	4132
YJR043C	NC_001142.9	516461	517513	-	1053	1396
YNCJ0022C	NC_001142.9	517813	517884	-	72	0
YJR044C	NC_001142.9	518763	519185	-	423	2504
YJR045C	NC_001142.9	519638	521602	-	1965	25421
YJR046W	NC_001142.9	522048	523862	+	1815	2899
YNCJ0023C	NC_001142.9	524012	524093	-	82	15
YJR047C	NC_001142.9	524908	525381	-	474	20733
YJR048W	NC_001142.9	526335	526664	+	330	233
YJR049C	NC_001142.9	526884	528476	-	1593	8291
YJR050W	NC_001142.9	528697	529404	+	708	1510
YJR051W	NC_001142.9	529861	531366	+	1506	3319
YNCJ0024W	NC_001142.9	531828	531898	+	71	0
YJR052W	NC_001142.9	532062	533759	+	1698	2874
YJR053W	NC_001142.9	534027	535751	+	1725	580
YJR054W	NC_001142.9	536056	537549	+	1494	1277
YNCJ0025W	NC_001142.9	538555	538626	+	72	0
YJR055W	NC_001142.9	538772	539266	+	495	581
YNCJ0026W	NC_001142.9	541508	541579	+	72	1
YJR056C	NC_001142.9	541792	542502	-	711	1891
YNCJ0027C	NC_001142.9;NC_001142.9	542956;543006	542991;543044	-;-	75	1
YJR057W	NC_001142.9	544062	544712	+	651	1276
YJR058C	NC_001142.9	544732	545175	-	444	2104
YJR059W	NC_001142.9	545787	548243	+	2457	9261
YJR060W	NC_001142.9	548759	549814	+	1056	2031
YJR061W	NC_001142.9	550511	553318	+	2808	2177
YJR062C	NC_001142.9	553476	554849	-	1374	1580
YJR063W	NC_001142.9	555195	555572	+	378	2132
YJR064W	NC_001142.9	555914	557602	+	1689	6976
YJR065C	NC_001142.9	557809	559158	-	1350	7139
YJR066W	NC_001142.9	559416	566828	+	7413	2536
YJR067C	NC_001142.9	567019	567444	-	426	604
YJR068W	NC_001142.9	567643	568704	+	1062	2753
YJR069C	NC_001142.9	568806	569399	-	594	1213
YJR070C	NC_001142.9	569621	570598	-	978	17823
YJR072C	NC_001142.9	570967	572124	-	1158	5020
YJR073C	NC_001142.9	572315	572935	-	621	20315
YJR074W	NC_001142.9	573095	573751	+	657	1689
YJR075W	NC_001142.9	573981	575171	+	1191	3306
YJR076C	NC_001142.9	575354	576601	-	1248	3928
YJR077C	NC_001142.9	577255	578190	-	936	20648
YJR078W	NC_001142.9	578860	580221	+	1362	5853
YJR079W	NC_001142.9;NC_001142.9	580205;581053	580347;581239	+;+	330	271
YJR080C	NC_001142.9	580432	581616	-	1185	2255
YJR082C	NC_001142.9	581914	582255	-	342	2424
YJR083C	NC_001142.9	582608	583537	-	930	1280
YJR084W	NC_001142.9	583733	585004	+	1272	2104
YJR085C	NC_001142.9	585120	585437	-	318	8060
YJR086W	NC_001142.9	586068	586400	+	333	1587
YJR088C	NC_001142.9	586495	587373	-	879	3153
YJR089W	NC_001142.9	587718	590582	+	2865	2223
YJR090C	NC_001142.9	590872	594327	-	3456	2593
YJR091C	NC_001142.9	595061	598336	-	3276	4474
YJR092W	NC_001142.9	598735	603078	+	4344	2996
YJR093C	NC_001142.9	603220	604203	-	984	2103
YJR094C	NC_001142.9	604569	605651	-	1083	279
YNCJ0028C	NC_001142.9	605936	607424	-	1489	755
YJR094W-A	NC_001142.9;NC_001142.9	608305;608582	608306;608858	+;+	279	13508
YJR095W	NC_001142.9	609773	610741	+	969	389
YJR096W	NC_001142.9	611195	612043	+	849	4564
YJR097W	NC_001142.9	612413	612931	+	519	705
YJR098C	NC_001142.9	613186	615156	-	1971	562
YJR099W	NC_001142.9	615576	616286	+	711	999
YJR100C	NC_001142.9	616351	617334	-	984	1904
YNCJ0029W	NC_001142.9;NC_001142.9	617919;617976	617956;618019	+;+	82	1
YJR101W	NC_001142.9	618234	619034	+	801	1739
YJR102C	NC_001142.9	619157	619765	-	609	1124
YJR103W	NC_001142.9	620754	622490	+	1737	3309
YJR104C	NC_001142.9	622550	623014	-	465	25070
YJR105W	NC_001142.9	623581	624603	+	1023	9737
YJR106W	NC_001142.9	624838	627015	+	2178	699
YJR107W	NC_001142.9	627340	628326	+	987	954
YJR107C-A	NC_001142.9	628457	628693	-	237	661
YJR108W	NC_001142.9	628712	629083	+	372	198
YJR109C	NC_001142.9	629585	632941	-	3357	7999
YJR110W	NC_001142.9	633615	635681	+	2067	1842
YJR111C	NC_001142.9	635855	636706	-	852	2061
YJR112W	NC_001142.9	637030	637635	+	606	1900
YJR112W-A	NC_001142.9;NC_001142.9	637790;637859	637809;638168	+;+	330	2120
YJR113C	NC_001142.9	638232	638975	-	744	3853
YJR115W	NC_001142.9	639942	640451	+	510	844
YJR116W	NC_001142.9	640825	641664	+	840	2027
YJR117W	NC_001142.9	642007	643368	+	1362	3102
YJR118C	NC_001142.9	643490	644101	-	612	1903
YJR119C	NC_001142.9	644304	646490	-	2187	1918
YJR120W	NC_001142.9	647126	647476	+	351	878
YJR121W	NC_001142.9	647607	649142	+	1536	50199
YJR122W	NC_001142.9	649776	651269	+	1494	1617
YJR123W	NC_001142.9	651901	652578	+	678	71071
YJR124C	NC_001142.9	652892	654238	-	1347	1919
YJR125C	NC_001142.9	654737	655963	-	1227	4987
YJR126C	NC_001142.9	656254	658689	-	2436	4763
YJR127C	NC_001142.9	658917	663059	-	4143	3451
YJR128W	NC_001142.9	662921	663280	+	360	34
YNCJ0030W	NC_001142.9	663749	663942	+	194	146
YJR129C	NC_001142.9	664000	665019	-	1020	512
YJR130C	NC_001142.9	665218	667137	-	1920	3213
YJR131W	NC_001142.9	667644	669293	+	1650	865
YJR132W	NC_001142.9	669522	672668	+	3147	1999
YJR133W	NC_001142.9	672991	673620	+	630	1466
YJR134C	NC_001142.9	673729	675852	-	2124	3277
YJR135C	NC_001142.9	676059	676778	-	720	628
YJR135W-A	NC_001142.9	676971	677234	+	264	1894
YJR136C	NC_001142.9	677441	678706	-	1266	1422
YJR137C	NC_001142.9	678957	683285	-	4329	4153
YJR138W	NC_001142.9	684567	689321	+	4755	2194
YJR139C	NC_001142.9	689445	690524	-	1080	12296
YJR140C	NC_001142.9	690750	695696	-	4947	1518
YJR141W	NC_001142.9	695906	696949	+	1044	1211
YJR142W	NC_001142.9	697141	698169	+	1029	2691
YJR143C	NC_001142.9	698326	700614	-	2289	3566
YJR144W	NC_001142.9	700882	701691	+	810	4257
YJR145C	NC_001142.9;NC_001142.9	702027;703055	702798;703068	-;-	786	15743
YJR146W	NC_001142.9	703885	704238	+	354	181
YJR147W	NC_001142.9	704196	705272	+	1077	919
YJR148W	NC_001142.9	705744	706874	+	1131	7455
YJR149W	NC_001142.9	707160	708374	+	1215	1918
YJR150C	NC_001142.9	708811	709707	-	897	19715
YJR151C	NC_001142.9	712255	715740	-	3486	1845
YJR151W-A	NC_001142.9	717580	717630	+	51	13
YJR152W	NC_001142.9	719666	721297	+	1632	1568
YJR153W	NC_001142.9	722815	723900	+	1086	446
YJR154W	NC_001142.9	725784	726824	+	1041	3834
YJR155W	NC_001142.9	727405	728271	+	867	6590
YJR156C	NC_001142.9	728574	729596	-	1023	309
YJR158W	NC_001142.9	732440	734143	+	1704	1
YJR159W	NC_001142.9	736044	737117	+	1074	29
YJR160C	NC_001142.9	738008	739816	-	1809	24
YJR161C	NC_001142.9	742848	743999	-	1152	100
YKL224C	NC_001143.9	1810	2181	-	372	3
YKL222C	NC_001143.9	3503	5620	-	2118	1107
YKL221W	NC_001143.9	6107	7528	+	1422	759
YKL220C	NC_001143.9	9091	11226	-	2136	308
YKL219W	NC_001143.9	14485	15708	+	1224	1087
YKL218C	NC_001143.9	17359	18339	-	981	1806
YKL217W	NC_001143.9	22234	24084	+	1851	4219
YKL216W	NC_001143.9	25215	26159	+	945	8497
YKL215C	NC_001143.9	26827	30687	-	3861	1551
YKL214C	NC_001143.9	31082	31693	-	612	1765
YKL213C	NC_001143.9	31960	34107	-	2148	3650
YKL212W	NC_001143.9	34543	36414	+	1872	5526
YKL211C	NC_001143.9	36699	38153	-	1455	4800
YNCK0001W	NC_001143.9	38811	38911	+	101	15
YKL210W	NC_001143.9	39163	42237	+	3075	13749
YKL209C	NC_001143.9	42423	46295	-	3873	1290
YNCK0002C	NC_001143.9	46735	46806	-	72	2
YKL208W	NC_001143.9	47157	47972	+	816	709
YKL207W	NC_001143.9	48194	48955	+	762	5087
YKL206C	NC_001143.9	49006	49809	-	804	1383
YKL205W	NC_001143.9	50051	53353	+	3303	2124
YKL204W	NC_001143.9	53704	55602	+	1899	2900
YKL203C	NC_001143.9	55935	63359	-	7425	2608
YKL201C	NC_001143.9	63930	67466	-	3537	3612
YKL198C	NC_001143.9	68232	70220	-	1989	3925
YKL197C	NC_001143.9	70734	73865	-	3132	1435
YNCK0003W	NC_001143.9	74624	74697	+	74	2
YKL196C	NC_001143.9	74932	75534	-	603	5209
YKL195W	NC_001143.9	75821	77032	+	1212	7607
YKL194C	NC_001143.9	77258	78646	-	1389	1313
YKL193C	NC_001143.9	78866	79882	-	1017	3053
YKL192C	NC_001143.9	80160	80537	-	378	7128
YKL191W	NC_001143.9	81035	82639	+	1605	2766
YKL190W	NC_001143.9;NC_001143.9	82947;83075	82998;83550	+;+	528	4356
YNCK0004W	NC_001143.9	84208	84291	+	84	0
YKL189W	NC_001143.9	84704	85903	+	1200	1646
YKL188C	NC_001143.9	86225	88786	-	2562	1778
YKL187C	NC_001143.9	89284	91536	-	2253	1667
YKL186C	NC_001143.9	92744	93298	-	555	4187
YKL185W	NC_001143.9	94499	96265	+	1767	6093
YKL184W	NC_001143.9	96757	98157	+	1401	1875
YKL183C-A	NC_001143.9	98395	98607	-	213	35
YKL183W	NC_001143.9	98721	99641	+	921	1351
YKL182W	NC_001143.9	100671	106826	+	6156	22308
YKL181W	NC_001143.9	107316	108599	+	1284	7921
YKL180W	NC_001143.9;NC_001143.9	109269;109884	109577;110129	+;+	555	22771
YKL179C	NC_001143.9	110464	112503	-	2040	2815
YKL178C	NC_001143.9	113215	114627	-	1413	1608
YKL176C	NC_001143.9	115500	117986	-	2487	4972
YKL175W	NC_001143.9	118793	120304	+	1512	11547
YKL174C	NC_001143.9	120380	122236	-	1857	2181
YKL173W	NC_001143.9	122517	125543	+	3027	2361
YKL172W	NC_001143.9	125759	127042	+	1284	8534
YKL171W	NC_001143.9	127475	130261	+	2787	3591
YKL170W	NC_001143.9	130634	131050	+	417	2018
YKL168C	NC_001143.9	131288	133462	-	2175	2197
YKL167C	NC_001143.9	133721	134134	-	414	1712
YKL166C	NC_001143.9	134509	135705	-	1197	1557
YKL165C	NC_001143.9	137932	140691	-	2760	2388
YNCK0005C	NC_001143.9	141018	141089	-	72	1
YKL164C	NC_001143.9	141794	142819	-	1026	15118
YKL163W	NC_001143.9	144401	145378	+	978	38943
YKL162C	NC_001143.9	147630	148838	-	1209	984
YKL161C	NC_001143.9	149386	150687	-	1302	3224
YKL160W	NC_001143.9	153269	153706	+	438	3759
YKL159C	NC_001143.9	153816	154451	-	636	583
YKL157W	NC_001143.9;NC_001143.9	154991;155655	155271;158232	+;+	2859	9334
